3817	104,4352	-5,0988	9,4338	2,5983	0,1797	126	4	2	6	1	7	3	84	0	2,71	1	-0,24327619047619	0,0653216374269005	11,44352	29,27128
3817	104,4352	-5,0988	9,4338	2,5983	0,1797	126	4	2	6	1	7	3	84	0	2,71	1	-0,24327619047619	0,0653216374269005	11,44352	29,27128
3817	104,4352	-5,0988	9,4338	2,5983	0,1797	126	4	2	6	1	7	3	84	0	2,71	1	-0,24327619047619	0,0653216374269005	11,44352	29,27128
3817	104,4352	-5,0988	9,4338	2,5983	0,1797	126	4	2	6	1	7	3	84	0	2,71	1	-0,24327619047619	0,0653216374269005	11,44352	29,27128
3817	104,4352	-5,0988	9,4338	2,5983	0,1797	126	4	2	6	1	7	3	84	0	2,71	1	-0,24327619047619	0,0653216374269005	11,44352	29,27128
3817	104,4352	-5,0988	9,4338	2,5983	0,1797	126	4	2	6	1	7	3	84	0	2,71	1	-0,24327619047619	0,0653216374269005	11,44352	29,27128
3817,5	125,5754	-4,5579	9,4664	2,5637	0,224	125	4	2	6	1	7	3	84	0	2,71	1	-0,494945238095238	0,0855555555555556	13,55754	35,93788
3817,5	125,5754	-4,5579	9,4664	2,5637	0,224	125	4	2	6	1	7	3	84	0	2,71	1	-0,494945238095238	0,0855555555555556	13,55754	35,93788
3817,5	125,5754	-4,5579	9,4664	2,5637	0,224	125	4	2	6	1	7	3	84	0	2,71	1	-0,494945238095238	0,0855555555555556	13,55754	35,93788
3817,5	125,5754	-4,5579	9,4664	2,5637	0,224	125	4	2	6	1	7	3	84	0	2,71	1	-0,494945238095238	0,0855555555555556	13,55754	35,93788
3817,5	125,5754	-4,5579	9,4664	2,5637	0,224	125	4	2	6	1	7	3	84	0	2,71	1	-0,494945238095238	0,0855555555555556	13,55754	35,93788
3817,5	125,5754	-4,5579	9,4664	2,5637	0,224	125	4	2	6	1	7	3	84	0	2,71	1	-0,494945238095238	0,0855555555555556	13,55754	35,93788
3818	125,7752	-4,2171	9,1222	2,6158	0,2425	124	4	2	6	1	7	3	84	0	2,71	1	-0,49732380952381	0,0550877192982455	13,57752	36,2023
3818	125,7752	-4,2171	9,1222	2,6158	0,2425	124	4	2	6	1	7	3	84	0	2,71	1	-0,49732380952381	0,0550877192982455	13,57752	36,2023
3818	125,7752	-4,2171	9,1222	2,6158	0,2425	124	4	2	6	1	7	3	84	0	2,71	1	-0,49732380952381	0,0550877192982455	13,57752	36,2023
3818	125,7752	-4,2171	9,1222	2,6158	0,2425	124	4	2	6	1	7	3	84	0	2,71	1	-0,49732380952381	0,0550877192982455	13,57752	36,2023
3818	125,7752	-4,2171	9,1222	2,6158	0,2425	124	4	2	6	1	7	3	84	0	2,71	1	-0,49732380952381	0,0550877192982455	13,57752	36,2023
3818	125,7752	-4,2171	9,1222	2,6158	0,2425	124	4	2	6	1	7	3	84	0	2,71	1	-0,49732380952381	0,0550877192982455	13,57752	36,2023
3818,5	116,5167	-3,6788	8,2713	2,6121	0,2365	123	4	2	6	1	7	3	84	0	2,71	1	-0,387103571428571	0,0572514619883042	12,65167	33,74773
3818,5	116,5167	-3,6788	8,2713	2,6121	0,2365	123	4	2	6	1	7	3	84	0	2,71	1	-0,387103571428571	0,0572514619883042	12,65167	33,74773
3818,5	116,5167	-3,6788	8,2713	2,6121	0,2365	123	4	2	6	1	7	3	84	0	2,71	1	-0,387103571428571	0,0572514619883042	12,65167	33,74773
3818,5	116,5167	-3,6788	8,2713	2,6121	0,2365	123	4	2	6	1	7	3	84	0	2,71	1	-0,387103571428571	0,0572514619883042	12,65167	33,74773
3818,5	116,5167	-3,6788	8,2713	2,6121	0,2365	123	4	2	6	1	7	3	84	0	2,71	1	-0,387103571428571	0,0572514619883042	12,65167	33,74773
3818,5	116,5167	-3,6788	8,2713	2,6121	0,2365	123	4	2	6	1	7	3	84	0	2,71	1	-0,387103571428571	0,0572514619883042	12,65167	33,74773
3819	115,406	-3,6985	7,4643	2,5904	0,2041	122	4	2	6	1	7	3	84	0	2,71	1	-0,373880952380952	0,0699415204678363	12,5406	33,4027
3819	115,406	-3,6985	7,4643	2,5904	0,2041	122	4	2	6	1	7	3	84	0	2,71	1	-0,373880952380952	0,0699415204678363	12,5406	33,4027
3819	115,406	-3,6985	7,4643	2,5904	0,2041	122	4	2	6	1	7	3	84	0	2,71	1	-0,373880952380952	0,0699415204678363	12,5406	33,4027
3819	115,406	-3,6985	7,4643	2,5904	0,2041	122	4	2	6	1	7	3	84	0	2,71	1	-0,373880952380952	0,0699415204678363	12,5406	33,4027
3819	115,406	-3,6985	7,4643	2,5904	0,2041	122	4	2	6	1	7	3	84	0	2,71	1	-0,373880952380952	0,0699415204678363	12,5406	33,4027
3819	115,406	-3,6985	7,4643	2,5904	0,2041	122	4	2	6	1	7	3	84	0	2,71	1	-0,373880952380952	0,0699415204678363	12,5406	33,4027
3819,5	103,5285	-3,4162	7,0095	2,5916	0,1731	121	4	2	6	1	7	3	84	0	2,71	1	-0,232482142857143	0,0692397660818713	11,35285	30,00883
3819,5	103,5285	-3,4162	7,0095	2,5916	0,1731	121	4	2	6	1	7	3	84	0	2,71	1	-0,232482142857143	0,0692397660818713	11,35285	30,00883
3819,5	103,5285	-3,4162	7,0095	2,5916	0,1731	121	4	2	6	1	7	3	84	0	2,71	1	-0,232482142857143	0,0692397660818713	11,35285	30,00883
3819,5	103,5285	-3,4162	7,0095	2,5916	0,1731	121	4	2	6	1	7	3	84	0	2,71	1	-0,232482142857143	0,0692397660818713	11,35285	30,00883
3820	102,5806	-3,5648	6,7738	2,5894	0,2456	120	4	2	6	1	7	3	84	0	2,71	1	-0,221197619047619	0,0705263157894737	11,25806	29,6353
3820	102,5806	-3,5648	6,7738	2,5894	0,197	120	4	2	6	1	7	3	84	0	2,71	1	-0,221197619047619	0,0705263157894737	11,25806	29,6353
3820	102,5806	-3,5648	6,7738	2,5894	0,197	120	4	2	6	1	7	3	84	0	2,71	1	-0,221197619047619	0,0705263157894737	11,25806	29,6353
3820	102,5806	-3,5648	6,7738	2,5894	0,24	120	4	2	6	1	7	3	84	0	2,71	1	-0,221197619047619	0,0705263157894737	11,25806	29,6353
3820	102,5806	-3,5648	6,7738	2,5894	0,197	120	4	2	6	1	7	3	84	0	2,71	1	-0,221197619047619	0,0705263157894737	11,25806	29,6353
